Property_Type,BHK,Location,Area,Status,Furnishing,Facing,Transaction,Price_Per_Sqft,Current_Floor,Total_Floors,Total_Price
Apartment,3,Nagole,1840,Unknown,Unfurnished,West,Resale,6793,6,8,12499120
Apartment,2,Abhudaya Nagar Colony,1405,Ready to Move,Unfurnished,Unknown,Resale,6975,3,15,9799875
Apartment,3,Nagole,1650,Ready to Move,Unfurnished,Unknown,New Property,6643,3,7,10960950
Villa,5,Hitech City,3600,Poss. by Jul '27,Unfurnished,East,New Property,12083,,,43498800
Apartment,3,Financial District,2220,Ready to Move,Unfurnished,West,Resale,11261,14,39,24999420
Apartment,3,Kondapur,1350,Ready to Move,Unfurnished,East,Resale,10137,10,34,13684950
Apartment,2,Osman Nagar,1357,Ready to Move,Unfurnished,East,Resale,9948,15,22,13499436
Apartment,3,Khajaguda,1500,Ready to Move,Semi-Furnished,East,Resale,7485,12,12,11227500
Apartment,3,Nalagandla,1275,Ready to Move,Semi-Furnished,East,Resale,12042,7,26,15353550
Apartment,3,Bandari Layout,1540,Ready to Move,Furnished,North - East,Resale,5999,3,5,9238460
Apartment,2,HUDA Layout Nalagandla,798,Ready to Move,Unfurnished,Unknown,Resale,14113,26,26,11262174
Apartment,3,Miyapur,1360,Ready to Move,Unfurnished,West,New Property,8767,31,47,11923120
Apartment,3,Uppal,1505,Poss. by Aug '26,Unknown,East,Resale,11628,7,14,17500140
Apartment,3,Hitech City,2270,Unknown,Unfurnished,West,Resale,11013,25,32,24999510
Villa,4,Kollur,3792,Ready to Move,Unfurnished,East,Resale,11076,,,42000192
Apartment,5,Serilingampalle M,5136,Ready to Move,Unfurnished,East,Resale,11538,38,40,59259168
Apartment,3,Financial District,1556,Ready to Move,Unfurnished,West,New Property,11036,7,39,17172016
Apartment,3,Bachupally,1965,Poss. by Dec '26,Unfurnished,North,Resale,4987,5,5,9799455
Apartment,3,Puppalguda,1712,Unknown,Unfurnished,North,Resale,12500,6,34,21400000
Apartment,2,Patancheruvu,1170,Ready to Move,Unfurnished,West,Resale,4359,4,5,5100030
Villa,4,Financial District,5500,Ready to Move,Unfurnished,West,New Property,30909,,,169999500
Apartment,2,Patancheruvu,910,Poss. by Nov '26,Unfurnished,West,Resale,6174,3,5,5618340
Apartment,3,Jaya Prakash Narayan Nagar,1688,Ready to Move,Unfurnished,East,Resale,9834,25,48,16599792
Apartment,4,Bachupally,1274,Ready to Move,Unfurnished,East,New Property,9143,33,33,11648182
Apartment,2,Osman Nagar,1140,Ready to Move,Unfurnished,West,Resale,8400,6,9,9576000
Apartment,3,Serilingampalle M,1794,Unknown,Semi-Furnished,West,Resale,7525,6,19,13499850
Apartment,2,Narsingi,1250,Ready to Move,Semi-Furnished,East,Resale,7819,1,5,9773750
Apartment,3,Shaikpet,1495,Ready to Move,Semi-Furnished,West,Resale,14047,11,18,21000265
Apartment,4,Kondapur,2500,Ready to Move,Furnished,Unknown,Resale,8594,5,5,21485000
Apartment,3,Shaikpet,1571,Ready to Move,Semi-Furnished,West,Resale,8275,5,5,13000025
Apartment,2,Gajularamaram,1090,Ready to Move,Furnished,North - East,New Property,7609,6,7,8293810
Apartment,3,Mallampet,1550,Ready to Move,Semi-Furnished,East,Resale,5290,3,5,8199500
Villa,4,Kollur,4255,Ready to Move,Unfurnished,West,Resale,15600,,,66378000
Apartment,2,AS Rao Nagar,1053,Ready to Move,Unfurnished,East,Resale,4000,4,5,4212000
Apartment,3,P Janardhan Reddy Nagar,2300,Ready to Move,Semi-Furnished,East,Resale,10581,1,19,24336300
Apartment,3,Kollur,1600,Ready to Move,Unfurnished,West,Resale,6353,9,14,10164800
Apartment,3,Kakatiya Hills Kavuri Hills,1400,Ready to Move,Semi-Furnished,South,Resale,9517,2,4,13323800
Apartment,3,Narsingi,1800,Ready to Move,Semi-Furnished,East,Resale,13086,29,30,23554800
Apartment,3,Nizampet,1480,Ready to Move,Semi-Furnished,West,Resale,7619,1,5,11276120
Apartment,3,Lingampally Serilingampalle,1605,Ready to Move,Unfurnished,West,Resale,8972,23,50,14400060
Apartment,2,Puppalguda,1250,Ready to Move,Semi-Furnished,North,Resale,10000,5,5,12500000
Apartment,3,Puppalguda,1700,Ready to Move,Unfurnished,East,Resale,14786,8,31,25136200
Apartment,3,Malkajgiri,1100,Ready to Move,Unfurnished,North - East,Resale,3167,4,4,3483700
Apartment,3,Moti Nagar Erragadda,1542,Ready to Move,Furnished,East,Resale,11712,6,15,18059904
Apartment,2,Bowrampet,1275,Ready to Move,Unfurnished,West,Resale,5490,3,10,6999750
Apartment,2,Basti Nabi Kareem,1016,Ready to Move,Semi-Furnished,North,Resale,7310,1,5,7426960
Villa,4,Kapra,2844,Ready to Move,Semi-Furnished,East,Resale,9845,,,27999180
Apartment,2,Rethibowli,810,Ready to Move,Unfurnished,South,Resale,5000,2,5,4050000
Apartment,3,Kondapur,1945,Ready to Move,Unfurnished,East,Resale,9512,21,28,18500840
Apartment,3,Chanda Nagar,1650,Ready to Move,Unfurnished,East,Resale,8000,3,12,13200000
Apartment,3,Quthbullapur,1796,Ready to Move,Unfurnished,West,New Property,5750,4,6,10327000
Villa,5,Gandipet,4700,Ready to Move,Semi-Furnished,East,Resale,27800,,,130660000
Villa,4,Shankarpally Road,4505,Ready to Move,Unfurnished,East,New Property,11000,,,49555000
Villa,4,Narsinghi,3650,Ready to Move,Unfurnished,West,New Property,21111,,,77055150
Apartment,3,Financial District,2700,Ready to Move,Unfurnished,West,Resale,10556,5,14,28501200
Apartment,2,Pragathi Nagar,1103,Poss. by Jan '27,Semi-Furnished,West,New Property,6249,3,5,6892647
Villa,5,Tellapur,5400,Poss. by Dec '26,Unfurnished,East,Resale,14630,,,79002000
Apartment,2,Gundlapochampalli,990,Poss. by Jun '28,Unfurnished,East,New Property,6200,5,13,6138000
Apartment,2,Anand Nagar Colony Kondapur,1161,Ready to Move,Semi-Furnished,West,Resale,7752,4,5,9000072
Apartment,2,Adibatla,760,Ready to Move,Unfurnished,East,Resale,3539,3,8,2689640
Apartment,3,Kollur,1790,Poss. by Jun '29,Unfurnished,East,New Property,4749,10,35,8500710
Apartment,2,Puppalguda,1050,Poss. by Nov '26,Semi-Furnished,West,New Property,6000,3,5,6300000
House,3,Kokapet,1798,Poss. by Aug '30,Unfurnished,Unknown,New Property,9316,,,16750168
Apartment,3,Tellapur,2083,Ready to Move,Furnished,Unknown,Resale,10082,7,9,21000806
Villa,3,Mokila,2400,Ready to Move,Furnished,Unknown,Resale,15625,,,37500000
Apartment,3,Gundlapochampally,1182,Ready to Move,Furnished,Unknown,Resale,10064,10,15,11895648
House,3,Kowkoor,2850,Ready to Move,Unfurnished,West,New Property,4833,,,13774050
Apartment,2,Kutbi Guda,739,Ready to Move,Unfurnished,North,Resale,5000,7,10,3695000
House,7,Kistamma Enclave,2000,Ready to Move,Unfurnished,East,Resale,14787,,,29574000
Apartment,2,Peerzadiguda,1030,Ready to Move,Semi-Furnished,Unknown,Resale,6626,4,5,6824780
Apartment,3,Sun City,1400,Ready to Move,Unfurnished,East,Resale,5733,3,5,8026200
Apartment,3,Kousalya Colony,1540,Ready to Move,Unfurnished,West,Resale,5195,2,4,8000300
Apartment,3,LB Nagar,2300,Ready to Move,Unfurnished,East,Resale,6207,2,4,14276100
Apartment,3,Gajularamaram,1400,Ready to Move,Semi-Furnished,Unknown,Resale,5552,2,5,7772800
Apartment,3,Moti Nagar Erragadda,1250,Ready to Move,Semi-Furnished,Unknown,Resale,7120,,,8900000
Apartment,3,Gachibowli,2365,Ready to Move,Semi-Furnished,Unknown,Resale,10994,3,20,26000810
Apartment,2,Saleem Nagar Colony,900,Ready to Move,Semi-Furnished,East,Resale,5949,3,5,5354100
Villa,3,Indresham,1710,Ready to Move,Furnished,Unknown,Resale,6725,,,11499750
Villa,4,Khajaguda,4500,Ready to Move,Unfurnished,West,Resale,25896,,,116532000
Apartment,2,Adarsh Nagar Uppal,1190,Ready to Move,Unfurnished,East,New Property,6608,4,5,7863520
Apartment,3,modi platimum hyderabad,1500,Ready to Move,Furnished,Unknown,Resale,7333,10,10,10999500
House,6,Gajularamaram,3808,Ready to Move,Furnished,West,Resale,5978,,,22764224
Apartment,3,Kondapur,1865,Ready to Move,Semi-Furnished,West,Resale,9008,2,5,16799920
Apartment,3,Gangaram Chanda Nagar,1521,Ready to Move,Unfurnished,East,Resale,7688,3,5,11693448
Apartment,3,BN Reddy Nagar,1900,Ready to Move,Unfurnished,North,Resale,5500,2,4,10450000
Villa,4,Patancheruvu,2520,Ready to Move,Semi-Furnished,East,Resale,9048,,,22800960
Apartment,3,Whitefields,1247,Ready to Move,Semi-Furnished,East,Resale,10160,2,8,12669520
Builder Floor,2,Gaman residency,925,Ready to Move,Semi-Furnished,Unknown,Resale,5946,1,5,5500050
Apartment,3,Kondapur,1981,Ready to Move,Unfurnished,East,New Property,11106,3,15,22000986
Apartment,3,Shaikpet,1990,Ready to Move,Unfurnished,Unknown,Resale,10553,7,22,21000470
Apartment,3,Gachibowli,1674,Ready to Move,Semi-Furnished,East,Resale,12443,14,14,20829582
Apartment,2,Pocharam,1100,Ready to Move,Unfurnished,East,Resale,5725,13,14,6297500
Apartment,3,Hitech City,2100,Ready to Move,Unfurnished,Unknown,Resale,11429,30,31,24000900
Villa,3,Mokila,2250,Ready to Move,Unfurnished,East,New Property,13117,,,29513250
Apartment,2,Badangpet,950,Ready to Move,Unfurnished,West,Resale,5300,2,3,5035000
Apartment,2,Kowkoor,925,Ready to Move,Semi-Furnished,West,Resale,3568,3,5,3300400
Villa,4,Narsingi,4572,Poss. by Jun '27,Unfurnished,East,Resale,28434,,,130000248
Apartment,3,Block C Sri Ramnagar,1800,Ready to Move,Unfurnished,West,Resale,9647,22,29,17364600
